Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,HIX PLATTSBURGH STATION 2,118 Hammond Ln,,Plattsburgh,NY,12901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.694843,-73.497986,06/18/2023,193467,2023-06-18 00:24:25,,,,08/04/2021,J1772
ELEC,STATION 4TH FL MOTORGATE 3,680 Main St,,New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764464,-73.946924,06/18/2023,168524,2023-06-18 00:21:32,,,,11/17/2020,J1772
ELEC,Angelina's Ristorante - Tesla Destination,399 Ellis St,,Staten Island,NY,10307,,718-227-2900  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.513465,-74.251418,10/06/2022,115240,2023-01-18 15:15:20,P,,,01/11/2016,TESLA
ELEC,Wellington Gardens,24 W. Campbell Rd,,Schenectady,NY,12306,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,10,,,LIVINGSTON,https://www.solution.energy,GPS,42.802020,-73.986110,07/12/2022,223228,2023-02-14 15:54:11,P,,,05/11/2022,J1772
ELEC,Hudson Valley Towne Center - Tesla Supercharger,18 Westage Drive,,Fishkill,NY,12524,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.526740,-73.894490,10/03/2022,154792,2022-12-01 17:40:26,P,,,03/27/2020,TESLA
ELEC,SHG FAIRFIELD 1.4,21 Big Boom Rd,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.295708,-73.676280,06/18/2023,170293,2023-06-18 00:22:06,,,,12/18/2020,J1772
ELEC,MPG 1-50 51st Ave - Tesla Destination,1-50 51st Ave,,Long Island City,NY,11101,,718-433-1420  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.743049,-73.959245,10/06/2022,114968,2023-01-18 15:15:20,P,,,05/15/2018,TESLA
ELEC,Rulf's Orchard,531 Bear Swamp Rd,,Peru,NY,12972,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,44.587980,-73.499860,09/14/2022,225121,2023-02-14 15:54:11,P,,,06/30/2022,J1772
ELEC,Pratt and Whitney HMI Metal Powders,2395 Main St,,Clayville,NY,13322,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.978795,-75.250506,06/18/2023,166427,2023-06-18 01:24:14,,,,01/16/2020,J1772
ELEC,Rochester Institute of Technology - Lot T,1 Lomb Memorial Dr,Located across from the GIS building,Rochester,NY,14623,,585-475-5000,E,,Public,24 hours daily; access restricted to students and staff 5am-5pm; parking pass required,,,6,,,Non-Networked,,200-9,43.087790,-77.674413,03/08/2023,63988,2023-03-08 17:16:33,P,,,10/01/2013,J1772
ELEC,Plattsburgh City Beach,4 Beach Rd,,Plattsburgh,NY,12901,,518-324-7709,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,Non-Networked,,GPS,44.720732,-73.432407,10/11/2022,227684,2023-02-14 15:54:11,P,,,09/13/2022,J1772
ELEC,POUGHEEPSIE EV POUGHKEEPSIE 4,197 main st,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.704956,-73.931050,06/18/2023,183108,2023-06-18 00:15:14,,,,01/27/2021,J1772
ELEC,TOWN OF BABYLON TANNER PARK 1,Tanner Park,,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.656891,-73.396250,06/18/2023,162280,2023-06-18 00:10:29,,,,06/12/2020,J1772
ELEC,NATIONAL GRID NICHOLS,301 1st St,,Liverpool,NY,13088,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.101581,-76.207455,06/18/2023,162245,2023-06-18 00:11:30,,,,06/12/2020,J1772
ELEC,"Brixmor Parkway Plaza (Carle Place, NY)",207-225 Glen Cove Rd,,Carle Place,NY,11514,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.748090,-73.616880,06/18/2023,203023,2023-06-18 00:38:02,,,,12/24/2021,CHADEMO J1772COMBO
ELEC,GARNET HILL LOG HOUSE #2,39 Garnet Hill Rd Section 2,,North River,NY,12856,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.712299,-74.107122,06/18/2023,204653,2023-06-18 00:23:47,,,,01/12/2022,J1772
ELEC,Hamilton College-Campus Safety,10 Museum Lane,,Clinton,NY,13323,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.051164,-75.408566,06/18/2023,230898,2023-06-18 01:24:28,,,,09/30/2022,J1772
ELEC,BETHLEHEM EV 308 KENWOOD #F1,308 Kenwood Ave,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.620712,-73.823383,06/18/2023,253861,2023-06-18 00:32:35,,,,02/10/2023,J1772
ELEC,Cobbs Hill Park Lake Riley Lodge,100 Norris Drive,,Rochester,NY,14610,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.141410,-77.574932,06/18/2023,123261,2023-06-18 01:23:56,,,,04/01/2019,J1772
ELEC,KIA ELMIRA CT-4020-1,951 County Rte 64,,Big Flats,NY,14903,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.155190,-76.871370,06/18/2023,206305,2023-06-18 00:27:00,,,,02/12/2022,J1772
ELEC,WOODLAKE STATION 2,61 Woodlake Rd N,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.677214,-73.847115,06/18/2023,51095,2023-06-18 00:15:15,,,,02/15/2013,J1772
ELEC,LIN-DAN RICK,329 E 21st St,,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.736148,-73.980154,06/18/2023,205858,2023-06-18 00:27:06,,,,02/04/2022,J1772
ELEC,3. Long Term Parking East,106 Albany International Airport,,Albany,NY,12211,,866-816-7584,E,,Public,,,,3,,,EV Connect,http://evconnect.com/,GPS,42.743149,-73.809856,06/18/2023,230776,2023-06-18 01:23:59,,,,09/30/2022,J1772
ELEC,SIENA COLLEGE MORRELL EVSE1,Friars Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.719936,-73.750810,06/18/2023,193846,2023-06-18 00:24:49,,,,08/13/2021,J1772
ELEC,LANDMARK ALBANY LANDMARK ALBANY,100 Sandidge Way,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.687836,-73.833130,06/18/2023,169976,2023-06-18 00:21:54,,,,12/08/2020,J1772
ELEC,799 SENECA STATION 10,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875115,-78.847343,06/18/2023,191252,2023-06-18 00:24:24,,,,06/19/2021,J1772
ELEC,MARKET 32 EV BALLTOWN EV3,442 Balltown Rd,,Schenectady,NY,12304,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.775380,-73.893252,06/18/2023,175722,2023-06-18 00:18:45,,,,01/27/2021,J1772
ELEC,81-09 41st Ave,81-09 41st Ave,,Queens,NY,11373,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.745853,-73.884134,06/18/2023,225691,2023-06-18 01:02:25,,,,08/18/2022,J1772
ELEC,"Brixmor Erie Canal Centre (Syracuse, NY)",3469 ERIE BLVD,,Syracuse,NY,13214,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,43.046060,-76.066930,06/18/2023,192946,2023-06-18 00:38:09,,,,07/17/2021,CHADEMO J1772COMBO
ELEC,NYC FLEET DPR_ICAHN_2_L3,10 Central Rd,,New York,NY,10035,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.792370,-73.924644,06/18/2023,181933,2023-06-18 00:19:43,,,,01/27/2021,CHADEMO J1772COMBO
ELEC,WINDSOR GARDENS WGA LEFT,55 Hobbes Ln,,Rochester,NY,14624,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.142415,-77.756018,06/18/2023,257167,2023-06-18 00:32:54,,,,03/28/2023,J1772
ELEC,DeWitt Travel Plaza,DeWitt Travel Plaza,,Syracuse,NY,13206,,866-816-7584,E,,Public,,,,,4,,EV Connect,http://evconnect.com/,GPS,43.090998,-76.101429,06/18/2023,190223,2023-06-18 01:24:18,,,,03/31/2021,CHADEMO J1772COMBO
ELEC,352 8th St,352 8th St,,Brooklyn,NY,11215,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.668517,-73.983283,06/18/2023,202165,2023-06-18 01:02:25,,,,12/08/2021,J1772
ELEC,GGMC Parking E 74th Street - Tesla Destination,300 E 74th St,,New York,NY,10021,,212-988-8026  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769947,-73.956989,10/06/2022,115084,2023-01-18 15:15:20,P,,,12/28/2016,J1772 TESLA
ELEC,RRH CARTER 1 FL GW1,1415 Portland Ave,,Rochester,NY,14621,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.191475,-77.589269,06/18/2023,174458,2023-06-18 00:14:49,,,,01/27/2021,J1772
ELEC,NEW SHOWROOM,1055 E Jericho Turnpike,,Huntington,NY,11743,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835537,-73.369803,06/18/2023,162149,2023-06-18 00:12:31,,,,06/12/2020,J1772
ELEC,Peppermints Restaurant - Tesla Destination,4870 W Henrietta Rd,,Henrietta,NY,14467,,585-359-9169  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.055343,-77.653277,10/06/2022,114948,2023-01-18 15:15:20,P,,,12/29/2017,TESLA
ELEC,SUNY ADIRONDACK SUNY ACC 1.4,640 Bay Rd,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.355163,-73.654071,06/18/2023,181426,2023-06-18 00:20:39,,,,01/27/2021,J1772
ELEC,22 Russel St.,22 Russell St,,White Plains,NY,10606,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,41.037140,-73.781060,06/18/2023,257807,2023-06-18 01:02:25,,,,04/01/2023,J1772
ELEC,Glendale Home,59 Hetcheltown Rd,,Schenectady,NY,12302,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.875250,-73.910080,12/13/2022,236642,2023-02-14 15:54:11,P,,,10/15/2022,J1772
ELEC,Four Brothers - Pleasant Valley,1890 Route 44,,Pleasant Valley,NY,12569,,888-998-2546,E,,Public,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.752084,-73.798917,06/17/2023,213404,2023-06-17 23:59:23,,,,04/04/2022,J1772
ELEC,CARBONE SUBARU DELIVERY,5036 Commercial Dr,,Yorkville,NY,13495,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.107574,-75.294746,06/18/2023,227347,2023-06-18 00:29:47,,,,09/09/2022,J1772
ELEC,SCHENECTADY ERIE BLVD,154 Erie Blvd,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.813077,-73.945836,06/18/2023,162344,2023-06-18 00:09:41,,,,06/12/2020,J1772
ELEC,Queens Center Mall,90-15 Queens Blvd.,,Elmhurst,NY,11373,,833-632-2778,E,,Public,24 hours daily,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.734870,-73.870380,06/18/2023,147204,2023-06-18 00:37:47,,,,10/24/2019,CHADEMO J1772 J1772COMBO
ELEC,Icon Parking 175 W 90th Street - Tesla Destination,175 W 90th St,,Manhattan,NY,10024,,212-874-8983  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.790046,-73.972531,10/06/2022,150572,2023-01-18 15:15:20,P,,,03/31/2019,TESLA
ELEC,MARKET 32 EV BALLSTON EV1,115 Ballston Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.073135,-73.792755,06/18/2023,227924,2023-06-18 00:30:30,,,,09/21/2022,J1772
ELEC,COLE GROUP HIGHLAND 3,20 Eastview Dr,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.736157,-73.718150,06/18/2023,260036,2023-06-18 00:33:31,,,,04/28/2023,J1772
ELEC,River Spring Lodge - Tesla Destination,1961 Church Rd,,Darien Center,NY,14040,,585-708-4212  877-798-3752,E,,Public,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.858354,-78.346881,10/06/2022,114932,2023-01-18 15:15:20,P,,,12/28/2016,TESLA
ELEC,Sebonack Golf Club - Tesla Destination,405 Sebonac Rd,,Southampton,NY,11968,,631-287-4444  877-798-3752,E,,Public,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.910893,-72.455539,10/06/2022,115239,2023-01-18 15:15:20,P,,,07/23/2015,TESLA
ELEC,Long View Lodge,"681 Deerland Road,",,Long Lake,NY,12847,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.948811,-74.451430,06/18/2023,154920,2023-06-18 01:24:09,,,,04/13/2019,J1772
ELEC,QuickChek - Tesla Supercharger,640 Washington Ave.,,Kingston,NY,12401,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,41.941893,-74.027428,10/03/2022,102331,2022-12-01 17:40:26,P,,,10/01/2016,TESLA
ELEC,Aresco Management,410 Motor Parkway,On the North East corner of the lot||,Hauppauge,NY,11788,,888-998-2546,E,,Public,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.808660,-73.237140,06/17/2023,217423,2023-06-17 23:58:20,,,,05/12/2022,J1772
ELEC,WESTBROOKE WBC LODEN RIGHT,6 Loden Ln,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.077368,-77.651570,06/18/2023,257135,2023-06-18 00:32:50,,,,03/26/2023,J1772
ELEC,The American Hotel-Sag Harbor - Tesla Destination,45 Main St,,Sag Harbor,NY,11963,,631-725-3535  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.001188,-72.294667,10/06/2022,150489,2023-01-18 15:15:20,P,,,08/28/2019,TESLA
ELEC,SUNY CORTLAND PROF STUD 1.3,5 Folmer Dr,,Cortland,NY,13045,,888-758-4389,E,,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.588924,-76.196929,06/18/2023,183388,2023-06-18 00:20:09,,,,01/27/2021,J1772
ELEC,Norrie Point Environmental Center,256 Norrie Point Way,,Staatsburg,NY,12580,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,41.832626,-73.941484,06/18/2023,262615,2023-06-18 01:24:52,,,,06/13/2023,J1772
ELEC,BEVERWYCK STATION 4,12 Hickory Dr Beverwyck,,Slingerlands,NY,12159,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.659280,-73.836850,06/18/2023,164421,2023-06-18 00:19:50,,,,07/22/2020,J1772
ELEC,Urban Zen,16 Main St,,Sag Harbor,NY,11963,,631-725-6176,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,1,,,Non-Networked,,GPS,41.001781,-72.295952,09/14/2022,226480,2023-02-14 15:54:11,P,,,08/22/2022,J1772
ELEC,Integra Optics,28 Corporate Cir,,Albany,NY,12203,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.703900,-73.874360,07/12/2022,223136,2023-02-14 15:54:11,P,,,11/05/2021,J1772
